X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.352077,43.656363,7644723,1241593,2011,2011-07-01T04:00:00.000Z,2345,23,DON VALLEY PARKWAY  N,EASTERN AVE DIVERSION, ,Expressway,Toronto and East York,43.656363,-79.352077,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,30 to 34,Minor,0,North,Motorcycle,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,55,,,70,,2011
-79.352077,43.656363,7644724,1241593,2011,2011-07-01T04:00:00.000Z,2345,23,DON VALLEY PARKWAY  N,EASTERN AVE DIVERSION, ,Expressway,Toronto and East York,43.656363,-79.352077,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,15 to 19,None,0,North,Pick Up Truck,Going Ahead,Speed too Fast For Condition,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,55,,,70,,2012
-79.352077,43.656363,7644725,1241593,2011,2011-07-01T04:00:00.000Z,2345,23,DON VALLEY PARKWAY  N,EASTERN AVE DIVERSION, ,Expressway,Toronto and East York,43.656363,-79.352077,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,55,,,70,,2013
-79.352077,43.656363,7644726,1241593,2011,2011-07-01T04:00:00.000Z,2345,23,DON VALLEY PARKWAY  N,EASTERN AVE DIVERSION, ,Expressway,Toronto and East York,43.656363,-79.352077,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, , , , , , , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,55,,,70,,2014
-79.352077,43.656363,7644727,1241593,2011,2011-07-01T04:00:00.000Z,2345,23,DON VALLEY PARKWAY  N,EASTERN AVE DIVERSION, ,Expressway,Toronto and East York,43.656363,-79.352077,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,55,,,70,,2015
-79.567989,43.749804,80220030,4003063238,2014,2014-10-08T04:00:00.000Z,2348,23,2835 ISLINGTON AVE, ,25 m South of,Major Arterial,Etobicoke York,43.749804,-79.567989,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,50 to 54,Major,0,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,31,,,21,,2016
-79.42139,43.634945,5252924,1110560,2009,2009-06-22T04:00:00.000Z,2350,23,F G GARDINER Expr W,DUFFERIN Stre, ,Expressway,Toronto and East York,43.634945,-79.42139,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,"Automobile, Station Wagon", , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,14,,,82,,2017
-79.42139,43.634945,5252925,1110560,2009,2009-06-22T04:00:00.000Z,2350,23,F G GARDINER Expr W,DUFFERIN Stre, ,Expressway,Toronto and East York,43.634945,-79.42139,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Minor,0,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,14,,,82,,2018
-79.42139,43.634945,5252926,1110560,2009,2009-06-22T04:00:00.000Z,2350,23,F G GARDINER Expr W,DUFFERIN Stre, ,Expressway,Toronto and East York,43.634945,-79.42139,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,0,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,14,,,82,,2019
-79.42139,43.634945,5252927,1110560,2009,2009-06-22T04:00:00.000Z,2350,23,F G GARDINER Expr W,DUFFERIN Stre, ,Expressway,Toronto and East York,43.634945,-79.42139,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Minor,0,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,14,,,82,,2020
-79.27089,43.780945,7456393,1311647,2012,2012-08-25T04:00:00.000Z,2350,23,MARILAKE DR,SUMMERGLADE DR, ,Local,Scarborough,43.780945,-79.27089,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Other,unknown,None,0,South,Other,Parked, , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,42,,,128,,2021
-79.27089,43.780945,7456394,1311647,2012,2012-08-25T04:00:00.000Z,2350,23,MARILAKE DR,SUMMERGLADE DR, ,Local,Scarborough,43.780945,-79.27089,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Driver,20 to 24,Fatal,27,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,42,,,128,,2022
-79.50789,43.759245,5793455,1131264,2009,2009-10-17T04:00:00.000Z,2352,23,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,60 to 64,Fatal,34, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,25,,2023
-79.50789,43.759245,5793456,1131264,2009,2009-10-17T04:00:00.000Z,2352,23,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,35 to 39,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,25,,2024
-79.50789,43.759245,5793457,1131264,2009,2009-10-17T04:00:00.000Z,2352,23,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,40 to 44,Fatal,33, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,25,,2025
-79.50789,43.759245,5793458,1131264,2009,2009-10-17T04:00:00.000Z,2352,23,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,20 to 24,Fatal,32, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,25,,2026
-79.50789,43.759245,5793459,1131264,2009,2009-10-17T04:00:00.000Z,2352,23,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,40 to 44,Minor,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,25,,2027
-79.50789,43.759245,5793460,1131264,2009,2009-10-17T04:00:00.000Z,2352,23,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,20 to 24,Major,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,25,,2028
-79.45319,43.695045,5315591,1017943,2008,2008-01-29T05:00:00.000Z,2355,23,EGLINTON AVE W,ENNERDALE RD, ,Major Arterial,Toronto and East York,43.695045,-79.45319,Mid-Block, ,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,0,East,"Automobile, Station Wagon",Parked,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,13,,,109,,2029
-79.45319,43.695045,5315592,1017943,2008,2008-01-29T05:00:00.000Z,2355,23,EGLINTON AVE W,ENNERDALE RD, ,Major Arterial,Toronto and East York,43.695045,-79.45319,Mid-Block, ,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,13,,,109,,2030
-79.45319,43.695045,5315593,1017943,2008,2008-01-29T05:00:00.000Z,2355,23,EGLINTON AVE W,ENNERDALE RD, ,Major Arterial,Toronto and East York,43.695045,-79.45319,Mid-Block, ,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Driver,35 to 39,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,13,,,109,,2031
-79.45319,43.695045,5315594,1017943,2008,2008-01-29T05:00:00.000Z,2355,23,EGLINTON AVE W,ENNERDALE RD, ,Major Arterial,Toronto and East York,43.695045,-79.45319,Mid-Block, ,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,13,,,109,,2032
-79.471462,43.72959,80489964,5001691895,2015,2015-09-30T04:00:00.000Z,2355,23,WILSON AVE,MURRAY RD, ,Major Arterial,North York,43.72959,-79.471462,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,None,0,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,32,,,26,,2033
-79.471462,43.72959,80489965,5001691895,2015,2015-09-30T04:00:00.000Z,2355,23,WILSON AVE,MURRAY RD, ,Major Arterial,North York,43.72959,-79.471462,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,50 to 54,Minor,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,32,,,26,,2034
-79.471462,43.72959,80489966,5001691895,2015,2015-09-30T04:00:00.000Z,2355,23,WILSON AVE,MURRAY RD, ,Major Arterial,North York,43.72959,-79.471462,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Passenger,20 to 24,Fatal,46, , , , , , , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,32,,,26,,2035
-79.36239,43.681845,5310553,1015580,2008,2008-01-17T05:00:00.000Z,1957,19,DON VALLEY PARKWAY  N,PRINCE EDWARD VIADUCT Stre E, ,Expressway,Toronto and East York,43.681845,-79.36239,Mid-Block, ,No Control,Clear,Dark,Wet,Non-Fatal Injury,Sideswipe,Driver,30 to 34,Minimal,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,54,,,57,,1001
-79.56349,43.704845,5863472,1143613,2009,2009-11-28T05:00:00.000Z,2002,20,KIPLING AVE,BELFIELD RD, ,Major Arterial,Etobicoke York,43.704845,-79.56349,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, ,Yes,23,,,1,,1002
-79.56349,43.704845,5863473,1143613,2009,2009-11-28T05:00:00.000Z,2002,20,KIPLING AVE,BELFIELD RD, ,Major Arterial,Etobicoke York,43.704845,-79.56349,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, ,Yes,23,,,1,,1003
-79.508296,43.756457,80774158,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1004
-79.508296,43.756457,80774159,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1005
-79.508296,43.756457,80774160,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,35 to 39,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1006
-79.508296,43.756457,80774161,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,5 to 9,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1007
-79.508296,43.756457,80774217,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,5 to 9,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1008
-79.508296,43.756457,80774218,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,0 to 4,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1009
-79.508296,43.756457,80774219,7000665292,2017,2017-04-15T04:00:00.000Z,2002,20,61 TOPCLIFF  AVE, ,47 m East of,Local,Etobicoke York,43.756457,-79.508296,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,25 to 29,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,31,,,25,,1010
-79.581149,43.680937,80631885,4002949644,2014,2014-09-20T04:00:00.000Z,2003,20,SKYWAY AVE,MERIDIAN RD,220 m South of,Minor Arterial,Etobicoke York,43.680937,-79.581149,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,35 to 39,Major,0,West,Motorcycle,Going Ahead,Lost control,Normal, , , , , , , , , ,Yes, , , , ,Yes,Yes, , , ,23,,,1,,1011
-79.47109,43.671745,6603687,1222965,2011,2011-01-16T05:00:00.000Z,2005,20,ST CLAIR AVE W,GUNNS RD, ,Major Arterial,Etobicoke York,43.671745,-79.47109,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,70 to 74,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,"12,11",,,90,,1012
-79.47109,43.671745,6603688,1222965,2011,2011-01-16T05:00:00.000Z,2005,20,ST CLAIR AVE W,GUNNS RD, ,Major Arterial,Etobicoke York,43.671745,-79.47109,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Inattentive, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,"12,11",,,90,,1013
-79.499576,43.619052,80255642,5001928023,2015,2015-11-09T05:00:00.000Z,2005,20,PORTLAND ST,ROYAL YORK RD,11 m South of,Minor Arterial,Etobicoke York,43.619052,-79.499576,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,0,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,22,,,17,,1014
-79.499576,43.619052,80255643,5001928023,2015,2015-11-09T05:00:00.000Z,2005,20,PORTLAND ST,ROYAL YORK RD,11 m South of,Minor Arterial,Etobicoke York,43.619052,-79.499576,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,0,West, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,22,,,17,,1015
-79.54779,43.639045,5867830,1142942,2009,2009-12-10T05:00:00.000Z,2010,20,BLOOR Stre W,SHAVER Aven N, ,Major Arterial,Etobicoke York,43.639045,-79.54779,Intersection, ,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,65 to 69,Major,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,22,,,14,,1016
-79.54779,43.639045,5867831,1142942,2009,2009-12-10T05:00:00.000Z,2010,20,BLOOR Stre W,SHAVER Aven N, ,Major Arterial,Etobicoke York,43.639045,-79.54779,Intersection, ,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,55 to 59,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,22,,,14,,1017
-79.54779,43.639045,5867832,1142942,2009,2009-12-10T05:00:00.000Z,2010,20,BLOOR Stre W,SHAVER Aven N, ,Major Arterial,Etobicoke York,43.639045,-79.54779,Intersection, ,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,22,,,14,,1018
-79.54779,43.639045,5867833,1142942,2009,2009-12-10T05:00:00.000Z,2010,20,BLOOR Stre W,SHAVER Aven N, ,Major Arterial,Etobicoke York,43.639045,-79.54779,Intersection, ,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,unknown,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,22,,,14,,1019
-79.55611,43.614146,80497569,6000143198,2016,2016-01-23T05:00:00.000Z,2010,20,THE QUEENSWAY,NORTH QUEEN ST, ,Major Arterial,Etobicoke York,43.614146,-79.55611,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown, , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , , ,22,,,14,,1020
-79.55611,43.614146,80497570,6000143198,2016,2016-01-23T05:00:00.000Z,2010,20,THE QUEENSWAY,NORTH QUEEN ST, ,Major Arterial,Etobicoke York,43.614146,-79.55611,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Other,Unknown, ,Yes,Yes, , , , , ,Yes,Yes, , , ,22,,,14,,1021
-79.593196,43.676356,80942741,7001559583,2017,2017-08-28T04:00:00.000Z,2010,20,RENFORTH DR,SILVER DART DR,3 m South of,Major Arterial,Etobicoke York,43.676356,-79.593196,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,23,,,1,,1022
-79.312938,43.785002,80487280,5001258434,2015,2015-07-23T04:00:00.000Z,2011,20,HUNTINGWOOD DR,BRIDLEWOOD BLVD, ,Minor Arterial,Scarborough,43.785002,-79.312938,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,42,,,118,,1023
