X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.325847,43.781314,80491310,5001842724,2015,2015-10-26T04:00:00.000Z,1750,17,VICTORIA PARK AVE,HUNTINGWOOD DR,100 m North of,Major Arterial,Scarborough,43.781314,-79.325847,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,70 to 74,Major,0,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,"33,42",,,117,,34
-79.325847,43.781314,80491311,5001842724,2015,2015-10-26T04:00:00.000Z,1750,17,VICTORIA PARK AVE,HUNTINGWOOD DR,100 m North of,Major Arterial,Scarborough,43.781314,-79.325847,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,"33,42",,,117,,35
-79.325847,43.781314,80491312,5001842724,2015,2015-10-26T04:00:00.000Z,1750,17,VICTORIA PARK AVE,HUNTINGWOOD DR,100 m North of,Major Arterial,Scarborough,43.781314,-79.325847,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,30 to 34,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,"33,42",,,117,,36
-79.352252,43.79309,6676218,1254156,2011,2011-09-15T04:00:00.000Z,1804,18,FINCH AVE E,SKYMARK DR, ,Major Arterial,North York,43.79309,-79.352252,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,33,,,47,,37
-79.352252,43.79309,6676219,1254156,2011,2011-09-15T04:00:00.000Z,1804,18,FINCH AVE E,SKYMARK DR, ,Major Arterial,North York,43.79309,-79.352252,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Rear End,Driver,75 to 79,Major,0,West,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,33,,,47,,38
-79.352252,43.79309,6676220,1254156,2011,2011-09-15T04:00:00.000Z,1804,18,FINCH AVE E,SKYMARK DR, ,Major Arterial,North York,43.79309,-79.352252,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,45 to 49,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,33,,,47,,39
-79.352252,43.79309,6676221,1254156,2011,2011-09-15T04:00:00.000Z,1804,18,FINCH AVE E,SKYMARK DR, ,Major Arterial,North York,43.79309,-79.352252,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Minor,0,West,Passenger Van,Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,33,,,47,,40
-79.471584,43.682128,7858562,1373372,2013,2013-06-22T04:00:00.000Z,1820,18,KEELE St,ROGERS Rd, ,Major Arterial,Etobicoke York,43.682128,-79.471584,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,70 to 74,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , ,Yes,Yes, , ,Yes,12,,,110,,41
-79.471584,43.682128,7858563,1373372,2013,2013-06-22T04:00:00.000Z,1820,18,KEELE St,ROGERS Rd, ,Major Arterial,Etobicoke York,43.682128,-79.471584,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , ,Yes,12,,,110,,42
-79.49589,43.627845,6466583,1249167,2011,2011-08-15T04:00:00.000Z,1825,18,THE QUEENSWAY,INVERLEIGH Dr, ,Major Arterial,Etobicoke York,43.627845,-79.49589,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,22,,,16,,43
-79.49589,43.627845,6466584,1249167,2011,2011-08-15T04:00:00.000Z,1825,18,THE QUEENSWAY,INVERLEIGH Dr, ,Major Arterial,Etobicoke York,43.627845,-79.49589,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,22,,,16,,44
-79.49589,43.627845,6466585,1249167,2011,2011-08-15T04:00:00.000Z,1825,18,THE QUEENSWAY,INVERLEIGH Dr, ,Major Arterial,Etobicoke York,43.627845,-79.49589,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,55 to 59,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,22,,,16,,45
-79.49589,43.627845,6466586,1249167,2011,2011-08-15T04:00:00.000Z,1825,18,THE QUEENSWAY,INVERLEIGH Dr, ,Major Arterial,Etobicoke York,43.627845,-79.49589,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,22,,,16,,46
-79.49589,43.627845,6466587,1249167,2011,2011-08-15T04:00:00.000Z,1825,18,THE QUEENSWAY,INVERLEIGH Dr, ,Major Arterial,Etobicoke York,43.627845,-79.49589,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,Minimal,0,East,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,22,,,16,,47
-79.21069,43.816745,7449885,1308881,2012,2012-06-13T04:00:00.000Z,1827,18,SEWELLS RD,MORNINGSIDE AVE, ,Minor Arterial,Scarborough,43.816745,-79.21069,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,60 to 64,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , ,Yes,Yes, , ,Yes,42,,,131,,48
-79.21069,43.816745,7449886,1308881,2012,2012-06-13T04:00:00.000Z,1827,18,SEWELLS RD,MORNINGSIDE AVE, ,Minor Arterial,Scarborough,43.816745,-79.21069,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , ,Yes,42,,,131,,49
-79.21069,43.816745,7449887,1308881,2012,2012-06-13T04:00:00.000Z,1827,18,SEWELLS RD,MORNINGSIDE AVE, ,Minor Arterial,Scarborough,43.816745,-79.21069,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , ,Yes,42,,,131,,50
-79.30789,43.673945,5407845,1059399,2008,2008-09-17T04:00:00.000Z,1838,18,KINGSTON RD,WOODBINE AVE, ,Major Arterial,Toronto and East York,43.673945,-79.30789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , , , , , , ,Yes,55,,,63,,51
-79.30789,43.673945,5407846,1059399,2008,2008-09-17T04:00:00.000Z,1838,18,KINGSTON RD,WOODBINE AVE, ,Major Arterial,Toronto and East York,43.673945,-79.30789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Truck Driver,45 to 49,Fatal,40,West,Truck - Open,Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, ,Yes, , , , , , , ,Yes,55,,,63,,52
-79.30789,43.673945,5407847,1059399,2008,2008-09-17T04:00:00.000Z,1838,18,KINGSTON RD,WOODBINE AVE, ,Major Arterial,Toronto and East York,43.673945,-79.30789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , , , , , , ,Yes,55,,,63,,53
-79.30789,43.673945,5407848,1059399,2008,2008-09-17T04:00:00.000Z,1838,18,KINGSTON RD,WOODBINE AVE, ,Major Arterial,Toronto and East York,43.673945,-79.30789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, ,Yes, , , , , , , ,Yes,55,,,63,,54
-79.411456,43.652587,80556294,5000207057,2015,2015-02-04T05:00:00.000Z,1838,18,273 MANNING AVE, , ,Local,Toronto and East York,43.652587,-79.411456,Mid-Block,Non Intersection,No Control,Snow,"Dark, artificial",Packed Snow,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,0,South,Delivery Van,Other,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , , , , , ,Yes,14,,,81,,55
-79.47229,43.683745,5190392,1080485,2009,2009-01-10T05:00:00.000Z,1848,18,KEELE ST,NASHVILLE AVE, ,Major Arterial,Etobicoke York,43.683745,-79.47229,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , , , , ,Yes,12,,,110,,56
-79.47229,43.683745,5190393,1080485,2009,2009-01-10T05:00:00.000Z,1848,18,KEELE ST,NASHVILLE AVE, ,Major Arterial,Etobicoke York,43.683745,-79.47229,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , , , , ,Yes,12,,,110,,57
-79.47229,43.683745,5190394,1080485,2009,2009-01-10T05:00:00.000Z,1848,18,KEELE ST,NASHVILLE AVE, ,Major Arterial,Etobicoke York,43.683745,-79.47229,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,65 to 69,Major,0,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , , , , , ,Yes,12,,,110,,58
-79.273639,43.799033,80631930,4003437550,2014,2014-12-06T05:00:00.000Z,1906,19,BRIMLEY RD,HUNTINGWOOD DR,46 m North of,Major Arterial,Scarborough,43.799033,-79.273639,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,55 to 59,Major,0,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,42,,,129,,59
-79.273639,43.799033,80631931,4003437550,2014,2014-12-06T05:00:00.000Z,1906,19,BRIMLEY RD,HUNTINGWOOD DR,46 m North of,Major Arterial,Scarborough,43.799033,-79.273639,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,50 to 54,Minor,0, ,"Automobile, Station Wagon", , , , , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,42,,,129,,60
-79.37889,43.645445,7826882,1359768,2013,2013-06-07T04:00:00.000Z,1907,19,141 BAY ST, , ,Major Arterial,Toronto and East York,43.645445,-79.37889,Mid-Block, ,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, , , , ,Yes,52,,,77,,61
