X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.454875,43.688647,80948976,8001484332,2018,2018-08-12T04:00:00.000Z,1430,14,CHUDLEIGH RD,HARVIE AVE, ,Local,Toronto and East York,43.688647,-79.454875,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,13,,,109,,11
-79.37733,43.647772,80971825,8001771158,2018,2018-09-23T04:00:00.000Z,1430,14,YONGE ST,WELLINGTON  ST E, ,Major Arterial,Toronto and East York,43.647772,-79.37733,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,"51,52",,,75,,12
-79.37733,43.647772,80971826,8001771158,2018,2018-09-23T04:00:00.000Z,1430,14,YONGE ST,WELLINGTON  ST E, ,Major Arterial,Toronto and East York,43.647772,-79.37733,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,North,Bicycle,Slowing or Stopping, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,"51,52",,,75,,13
-79.182796,43.760081,80158037,4001931404,2014,2014-04-21T04:00:00.000Z,1433,14,MORNINGSIDE AVE,GARDENTREE ST, ,Minor Arterial,Scarborough,43.760081,-79.182796,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,0,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,43,,,136,,14
-79.182796,43.760081,80158038,4001931404,2014,2014-04-21T04:00:00.000Z,1433,14,MORNINGSIDE AVE,GARDENTREE ST, ,Minor Arterial,Scarborough,43.760081,-79.182796,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,0,South,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,43,,,136,,15
-79.279659,43.694903,80199200,3001090818,2013,2013-12-04T05:00:00.000Z,1435,14,DENTON AVE,ROBINSON AVE, ,Collector,Scarborough,43.694903,-79.279659,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,North,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive, ,Yes,Yes, , , , , , , , , , ,41,,,121,,16
-79.279659,43.694903,80199201,3001090818,2013,2013-12-04T05:00:00.000Z,1435,14,DENTON AVE,ROBINSON AVE, ,Collector,Scarborough,43.694903,-79.279659,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,41,,,121,,17
-79.38629,43.650045,7486698,1324513,2012,2012-11-07T05:00:00.000Z,1437,14,RICHMOND ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650045,-79.38629,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,52,,,76,,18
-79.38629,43.650045,7486699,1324513,2012,2012-11-07T05:00:00.000Z,1437,14,RICHMOND ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650045,-79.38629,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Driver,30 to 34,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,52,,,76,,19
-79.38629,43.650045,7486700,1324513,2012,2012-11-07T05:00:00.000Z,1437,14,RICHMOND ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650045,-79.38629,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Passenger,35 to 39,None,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,52,,,76,,20
-79.38629,43.650045,7486701,1324513,2012,2012-11-07T05:00:00.000Z,1437,14,RICHMOND ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650045,-79.38629,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,38,West,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Unknown, ,Yes,Yes, , , , ,Yes, , , , , ,52,,,76,,21
-79.39049,43.659845,5293332,1128125,2009,2009-09-01T04:00:00.000Z,1440,14,UNIVERSITY AVE,COLLEGE ST, ,Major Arterial,Toronto and East York,43.659845,-79.39049,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,Minimal,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,52,,,78,,22
-79.39049,43.659845,5293333,1128125,2009,2009-09-01T04:00:00.000Z,1440,14,UNIVERSITY AVE,COLLEGE ST, ,Major Arterial,Toronto and East York,43.659845,-79.39049,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive, ,Yes,Yes, , , , , , , , , , ,52,,,78,,23
-79.47529,43.648845,6722737,1275736,2011,2011-11-24T05:00:00.000Z,1440,14,RUNNYMEDE RD,DEFOREST RD, ,Collector,Toronto and East York,43.648845,-79.47529,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes, , , ,Yes, , , , , , , ,11,,,87,,24
-79.47529,43.648845,6722738,1275736,2011,2011-11-24T05:00:00.000Z,1440,14,RUNNYMEDE RD,DEFOREST RD, ,Collector,Toronto and East York,43.648845,-79.47529,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal, , , , , , , ,Yes, , , ,Yes, , , , , , , ,11,,,87,,25
-79.47529,43.648845,6722739,1275736,2011,2011-11-24T05:00:00.000Z,1440,14,RUNNYMEDE RD,DEFOREST RD, ,Collector,Toronto and East York,43.648845,-79.47529,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,0,North,Bicycle,Other, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Other,Normal, ,Yes, , , ,Yes, , , , , , , ,11,,,87,,26
-79.37669,43.649345,7528256,1316027,2012,2012-09-06T04:00:00.000Z,1440,14,KING ST E,VICTORIA ST, ,Major Arterial,Toronto and East York,43.649345,-79.37669,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,51,,,75,,27
-79.37669,43.649345,7528257,1316027,2012,2012-09-06T04:00:00.000Z,1440,14,KING ST E,VICTORIA ST, ,Major Arterial,Toronto and East York,43.649345,-79.37669,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,0,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,51,,,75,,28
-79.37669,43.649345,7528258,1316027,2012,2012-09-06T04:00:00.000Z,1440,14,KING ST E,VICTORIA ST, ,Major Arterial,Toronto and East York,43.649345,-79.37669,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,51,,,75,,29
-79.44529,43.651145,5237766,1103828,2009,2009-03-28T04:00:00.000Z,1444,14,DUNDAS ST W,SORAUREN AVE, ,Minor Arterial,Toronto and East York,43.651145,-79.44529,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,West,"Automobile, Station Wagon",Unknown,Failed to Yield Right of Way,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,11,,,86,,30
-79.44529,43.651145,5237767,1103828,2009,2009-03-28T04:00:00.000Z,1444,14,DUNDAS ST W,SORAUREN AVE, ,Minor Arterial,Toronto and East York,43.651145,-79.44529,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,11,,,86,,31
-79.368961,43.643866,7864312,1375838,2013,2013-07-04T04:00:00.000Z,1444,14,QUEENS QUAY E,LOWER JARVIS ST, ,Minor Arterial,Toronto and East York,43.643866,-79.368961,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,0,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,"00,51",,,77,,32
-79.368961,43.643866,7864313,1375838,2013,2013-07-04T04:00:00.000Z,1444,14,QUEENS QUAY E,LOWER JARVIS ST, ,Minor Arterial,Toronto and East York,43.643866,-79.368961,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Disobeyed Traffic Control,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,"00,51",,,77,,33
-79.57469,43.728145,5419543,1064595,2008,2008-10-05T04:00:00.000Z,1445,14,KIPLING Aven,BROOKMERE Road, ,Major Arterial,Etobicoke York,43.728145,-79.57469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Going Ahead, , , , , , , , , ,Yes,Yes, , , , , , , , , , ,23,,,1,,34
-79.57469,43.728145,5419544,1064595,2008,2008-10-05T04:00:00.000Z,1445,14,KIPLING Aven,BROOKMERE Road, ,Major Arterial,Etobicoke York,43.728145,-79.57469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,East,Bicycle,Going Ahead, , , , , , , , , ,Yes,Yes, , , , , , , , , , ,23,,,1,,35
-79.402889,43.690043,5401661,1056886,2008,2008-09-04T04:00:00.000Z,1450,14,AVENUE RD,HEATH ST W, ,Major Arterial,Toronto and East York,43.690043,-79.402889,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Changing Lanes,Improper Passing,Inattentive, , , , , , , ,Yes,Yes, , , ,Yes, , ,Yes, , , ,53,,,96,,36
-79.402889,43.690043,5401662,1056886,2008,2008-09-04T04:00:00.000Z,1450,14,AVENUE RD,HEATH ST W, ,Major Arterial,Toronto and East York,43.690043,-79.402889,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, , , , , , , , , , , , ,Yes,Yes, , , ,Yes, , ,Yes, , , ,53,,,96,,37
-79.402889,43.690043,5401663,1056886,2008,2008-09-04T04:00:00.000Z,1450,14,AVENUE RD,HEATH ST W, ,Major Arterial,Toronto and East York,43.690043,-79.402889,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,East,Police Vehicle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , ,Yes, , ,Yes, , , ,53,,,96,,38
-79.36229,43.654345,5414947,1062512,2008,2008-09-13T04:00:00.000Z,1450,14,ADELAIDE St E,POWER St, ,Major Arterial,Toronto and East York,43.654345,-79.36229,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Normal, ,Yes, , , , , , , , , , , ,51,,,73,,39
-79.377826,43.646239,80733456,7000169325,2017,2017-01-27T05:00:00.000Z,1450,14,FRONT ST W,YONGE ST,100 m West of,Minor Arterial,Toronto and East York,43.646239,-79.377826,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Stopped,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,52,,,77,,40
-79.377826,43.646239,80733457,7000169325,2017,2017-01-27T05:00:00.000Z,1450,14,FRONT ST W,YONGE ST,100 m West of,Minor Arterial,Toronto and East York,43.646239,-79.377826,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,West,Bicycle,Overtaking, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,52,,,77,,41
-79.377826,43.646239,80733512,7000169325,2017,2017-01-27T05:00:00.000Z,1450,14,FRONT ST W,YONGE ST,100 m West of,Minor Arterial,Toronto and East York,43.646239,-79.377826,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,52,,,77,,42
-79.43919,43.643545,5046640,1136343,2009,2009-11-10T05:00:00.000Z,1452,14,MACDONELL AVE,PEARSON AVE, ,Local,Toronto and East York,43.643545,-79.43919,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,11,,,86,,43
-79.43919,43.643545,5046641,1136343,2009,2009-11-10T05:00:00.000Z,1452,14,MACDONELL AVE,PEARSON AVE, ,Local,Toronto and East York,43.643545,-79.43919,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,11,,,86,,44
-79.43919,43.643545,5046642,1136343,2009,2009-11-10T05:00:00.000Z,1452,14,MACDONELL AVE,PEARSON AVE, ,Local,Toronto and East York,43.643545,-79.43919,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,11,,,86,,45
-79.408946,43.656211,80252218,5001713235,2015,2015-10-04T04:00:00.000Z,1453,14,COLLEGE ST,MARKHAM ST, ,Major Arterial,Toronto and East York,43.656211,-79.408946,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,0,East,"Automobile, Station Wagon",Going Ahead,Improper Passing,Unknown, , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , , ,14,,,81,,46
-79.408946,43.656211,80252219,5001713235,2015,2015-10-04T04:00:00.000Z,1453,14,COLLEGE ST,MARKHAM ST, ,Major Arterial,Toronto and East York,43.656211,-79.408946,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal, ,Yes,Yes, , , , , ,Yes,Yes, , , ,14,,,81,,47
-79.39659,43.698245,5272000,1118994,2009,2009-08-16T04:00:00.000Z,1455,14,YONGE ST,CHAPLIN CRES, ,Major Arterial,Toronto and East York,43.698245,-79.39659,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,0,East,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , ,Yes,Yes, , , , , , , , , , , ,53,,,104,,48
-79.39659,43.698245,5272001,1118994,2009,2009-08-16T04:00:00.000Z,1455,14,YONGE ST,CHAPLIN CRES, ,Major Arterial,Toronto and East York,43.698245,-79.39659,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Cyclist,30 to 34,Minimal,0,South,Bicycle,Going Ahead, , , , , ,Cyclist strikes pedestrian.,Driving Properly,Normal,Yes,Yes, , , , , , , , , , , ,53,,,104,,49
-79.445865,43.71408,80973688,8001963580,2018,2018-10-24T04:00:00.000Z,1455,14,MARLEE AVE,DELL PARK AVE, ,Minor Arterial,North York,43.71408,-79.445865,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,13,,,31,,50
-79.445865,43.71408,80973689,8001963580,2018,2018-10-24T04:00:00.000Z,1455,14,MARLEE AVE,DELL PARK AVE, ,Minor Arterial,North York,43.71408,-79.445865,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,North,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,13,,,31,,51
-79.29929,43.783545,6685272,1258248,2011,2011-08-08T04:00:00.000Z,1457,14,BIRCHMOUNT RD,BONIS AVE, ,Major Arterial,Scarborough,43.783545,-79.29929,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,42,,,118,,52
-79.29929,43.783545,6685273,1258248,2011,2011-08-08T04:00:00.000Z,1457,14,BIRCHMOUNT RD,BONIS AVE, ,Major Arterial,Scarborough,43.783545,-79.29929,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Other,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,42,,,118,,53
-79.29169,43.827245,5429720,1069132,2008,2008-10-18T04:00:00.000Z,1500,15,STEELES AVE E,FENTON RD, ,Major Arterial,Scarborough,43.827245,-79.29169,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,42,,,130,,54
-79.29169,43.827245,5429721,1069132,2008,2008-10-18T04:00:00.000Z,1500,15,STEELES AVE E,FENTON RD, ,Major Arterial,Scarborough,43.827245,-79.29169,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,42,,,130,,55
-79.29169,43.827245,5429722,1069132,2008,2008-10-18T04:00:00.000Z,1500,15,STEELES AVE E,FENTON RD, ,Major Arterial,Scarborough,43.827245,-79.29169,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,South,Bicycle,Going Ahead, , , , , ,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,42,,,130,,56
